pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage,CASEligible
26000,,nse_cm,,NIFTY,NIFTY,,NIFTY,,,,,NIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,,false
26009,,nse_cm,,BANKNIFTY,BANKNIFTY,,BANKNIFTY,,,,,BANKNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,,false
26037,,nse_cm,,FINNIFTY,FINNIFTY,,FINNIFTY,,,,,FINNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,,false
26074,,nse_cm,,MIDCPNIFTY,MIDCPNIFTY,,MIDCPNIFTY,,,,,MIDCPNIFTY,,,-1,-1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,,false
15095,SG,nse_cm,,756RJ33,756RJ33-SG,,756RJ33-SG,IN2920230017,,,,SDL RJ 7.56% 2033,,,1,100,-1,-1,2,-1,NSE,,,1366502400,,1366502400,0,0,0,0,0,95.00-105.00,0,0,1474648820,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,,false
13243,SG,nse_cm,,765GA32,765GA32-SG,,765GA32-SG,IN1420220106,,,,SDL GA 7.65% 2032,,,1,100,-1,-1,2,-1,NSE,,,1356220800,,1356220800,0,0,0,0,0,95.00-105.00,0,0,1474648820,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,,false
757902,SM,nse_cm,,INTEGRITY,INTEGRITY-SM,,INTEGRITY-SM,INE0YSH01017,,,,INTEGRITY INFRABUILD DE L,,,5,1200,-1,-1,2,-1,NSE,,,1432166400,,1432166400,0,0,0,0,0,162.20-179.20,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,143880.00,1200,0,17920,16220,1,1,1,0,0,1,0,4.4e+06,0,0,143880,"Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult",false
21940,SG,nse_cm,,783MH30,783MH30-SG,,783MH30-SG,IN2220200017,,,,SDL MH 7.83% 2030,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,104.79-115.81,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,906500.00,100,0,11581,10479,1,1,1,0,0,1,0,5e+08,0,0,906500,,false
8357,SG,nse_cm,,725TN32,725TN32-SG,,725TN32-SG,IN3120210403,,,,SDL TN 7.25% 2032,,,1,100,-1,-1,2,-1,NSE,,,1331424000,,1331424000,0,0,0,0,0,95.00-105.00,0,0,1474648819,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,,false
8940,BE,nse_cm,,E2E,E2E-BE,,E2E,INE255Z01027,,,,E2E NETWORKS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1334188800,,1334188800,0,0,0,0,1465084800,603.40-666.90,0,0,1474655344,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,157257.00,1,0,66690,60340,1,1,1,0,0,1,0,2.05565e+08,0,0,157257,"The scrip PE is greater than 50 for previous 4 trailing quarters,Gross settlement (Trade for Trade)",false
757767,EQ,nse_cm,,SAMBHV,SAMBHV-EQ,,SAMBHV,INE12NJ01018,,,,SAMBHV STEEL TUBES LTD,,,1,1,-1,-1,2,-1,NSE,,,1435881600,,1435881600,0,0,0,0,0,126.58-189.86,0,0,1474655346,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,631775.00,1,0,18986,12658,1,1,1,0,0,1,0,2.94671e+08,0,0,631775,,false
766082,N0,nse_cm,,747RIL31,747RIL31-N0,,747RIL31-N0,INE002A08708,,,,RIL 7.47% 2031 SR Q,,,1,1,-1,-1,2,-1,NSE,,,1474070400,,1474070400,0,0,0,0,0,80000.00-120000.00,0,0,1474648828,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,1.2e+06,0,0,999,,false
11299,SG,nse_cm,,76AP28,76AP28-SG,,76AP28-SG,IN1020220514,,,,SDL AP 7.6% 2028,,,1,100,-1,-1,2,-1,NSE,,,1348963200,,1348963200,0,0,0,0,0,95.00-105.00,0,0,1474648820,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,,false
23427,SG,nse_cm,,744TS36,744TS36-SG,,744TS36-SG,IN4520240016,,,,SDL TS 7.44% 2036,,,1,100,-1,-1,2,-1,NSE,,,1396742400,,1396742400,0,0,0,0,0,95.00-105.00,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,,false
28814,SG,nse_cm,,715BR34A,715BR34A-SG,,715BR34A-SG,IN1320240162,,,,SDL BR 7.15% 2034,,,1,100,-1,-1,2,-1,NSE,,,1419984000,,1419984000,0,0,0,0,0,95.00-105.00,0,0,1474648823,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,,false
30218,N1,nse_cm,,SCL19325,SCL19325-N1,,SCL19325-N1,INE148I07WG0,,,,SCL SR III,,,1,1,-1,-1,2,-1,NSE,,,1426982400,,1426982400,0,0,0,0,0,800.00-1200.00,0,0,1474648824,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,3.00,1,0,120000,80000,1,1,1,0,0,1,0,100,0,0,3,,false
759872,N0,nse_cm,,726JCL30,726JCL30-N0,,726JCL30-N0,INE282H07042,,,,JCL 7.26% 2030 SR IV,,,1,1,-1,-1,2,-1,NSE,,,1448150400,,1448150400,0,0,0,0,0,80000.00-120000.00,0,0,1474648827,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,1000.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,50000,0,0,1000,,false
1375,EQ,nse_cm,,HCC,HCC-EQ,,HCC,INE549A01026,,,,HINDUSTAN CONSTRUCTION CO,,,1,1,-1,-1,2,-1,NSE,,,484531200,,,0,0,0,0,1449360000,17.74-26.60,0,0,1474655343,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,4508104.00,1,0,2660,1774,1,1,1,0,0,1,0,2.61947e+09,0,0,4508104,High low price variation was greater than 100% in previous 6 months,false
762859,EQ,nse_cm,,RAJPALAYAM,RAJPALAYAM-EQ,,RAJPALAYAM,INE296E01026,,,,RAJAPALAYAM MILLS LTD.,,,5,1,-1,-1,2,-1,NSE,,,1461110400,,1461110400,0,0,0,0,1471737600,632.40-948.50,0,0,1474655347,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,1,1,126501.00,1,0,94850,63240,1,1,1,0,0,1,0,9.2202e+06,0,0,126501,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,false
760715,EQ,nse_cm,,HALDER,HALDER-EQ,,HALDER,INE115S01010,,,,HALDER VENTURE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1453248000,,1453248000,0,0,0,0,0,212.95-319.35,0,0,1474655346,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,375718.00,1,0,31935,21295,1,1,1,0,0,1,0,1.24381e+07,0,0,375718,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,false
14286,EQ,nse_cm,,GOLDETF,GOLDETF-EQ,,GOLDETF,INF769K01JP9,,,,MIRAEAMC - MAGOLDETF,,,1,1,-1,-1,2,-1,NSE,,,1361664000,,1361664000,0,0,0,0,0,137.99-155.59,0,0,1474655345,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,681153.00,1,0,15559,13799,1,1,1,0,0,1,0,2.38332e+08,0,0,681153,,false
758858,EQ,nse_cm,,CPPLUS,CPPLUS-EQ,,CPPLUS,INE819V01029,,,,ADITYA INFOTECH LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1438819200,,1438819200,0,0,0,0,1468972800,3640.40-4023.40,0,0,1474655346,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,26044.00,1,0,402340,364040,1,1,1,0,0,1,0,1.1785e+08,0,0,26044,"Stage 1 Long Term ASM scrip,The scrip PE is greater than 50 for previous 4 trailing quarters",false
27269,SM,nse_cm,,RAJPUTANA,RAJPUTANA-SM,,RAJPUTANA-SM,INE0VHU01019,,,,RAJPUTANA BIODIESEL LTD,,,5,500,-1,-1,2,-1,NSE,,,1417651200,,1417651200,0,0,0,0,0,158.40-237.60,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,229995.00,500,0,23760,15840,1,1,1,0,0,1,0,7.0335e+06,0,0,229995,"Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult",false
22201,SG,nse_cm,,785UK30,785UK30-SG,,785UK30-SG,IN3620200011,,,,SDL UK 7.85% 2030,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,104.51-115.51,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,909000.00,100,0,11551,10451,1,1,1,0,0,1,0,1e+08,0,0,909000,,false
23105,SG,nse_cm,,736TN54,736TN54-SG,,736TN54-SG,IN3120230476,,,,SDL TN 7.36% 2054,,,1,100,-1,-1,2,-1,NSE,,,1394928000,,1394928000,0,0,0,0,0,95.00-105.00,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,,false
1742,SG,nse_cm,,665TS40,665TS40-SG,,665TS40-SG,IN4520200275,,,,SDL TS 6.65% 2040,,,1,100,-1,-1,2,-1,NSE,,,1293926400,,1293926400,0,0,0,0,0,95.00-105.00,0,0,1474648818,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,,false
758824,N0,nse_cm,,880MOF27,880MOF27-N0,,880MOF27-N0,INE01WN07128,,,,MOF 8.80% 2027 SR 1,,,1,1,-1,-1,2,-1,NSE,,,1442361600,,1442361600,0,0,0,0,1472169600,80000.00-120000.00,0,0,1474648826,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,120000,0,0,999,,false
438,EQ,nse_cm,,BHEL,BHEL-EQ,,BHEL,INE257A01026,,,,BHEL,,,5,1,-1,-1,2,-1,NSE,,,467424000,,,0,0,0,0,1468713600,380.80-465.40,0,0,1474653965,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,233298.00,1,0,46540,38080,1,1,1,0,0,1,0,3.48206e+09,0,0,233298,The scrip PE is greater than 50 for previous 4 trailing quarters,true
9683,EQ,nse_cm,,KPITTECH,KPITTECH-EQ,,KPITTECH,INE04I401011,,,,KPIT TECHNOLOGIES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1240358400,,1240358400,0,0,0,0,1470960000,474.30-579.70,0,0,1474655344,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,189707.00,1,0,57970,47430,1,1,1,0,0,1,0,2.74144e+08,0,0,189707,,true
758934,SG,nse_cm,,772MN37,772MN37-SG,,772MN37-SG,IN2320250045,,,,SDL MN 7.72% 2037,,,1,100,-1,-1,2,-1,NSE,,,1441497600,,1441497600,0,0,0,0,0,95.00-105.00,0,0,1474648826,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999985.00,100,0,10500,9500,1,1,1,0,0,1,0,3.5e+07,0,0,999985,,false
765090,EQ,nse_cm,,KANCOTEA,KANCOTEA-EQ,,KANCOTEA,INE398L01017,,,,KANCO TEA & INDS. LTD.,,,1,1,-1,-1,2,-1,NSE,,,1471392000,,1471392000,0,0,0,0,0,43.78-65.66,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,1,1,167516.00,1,0,6566,4378,1,1,1,0,0,1,0,5.12283e+06,0,0,167516,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,false
8513,SM,nse_cm,,SURANI,SURANI-SM,,SURANI-SM,INE01ZJ01015,,,,SURANI STEEL TUBES LTD.,,,5,200,-1,-1,2,-1,NSE,,,1233878400,,1233878400,0,0,1348444800,1348963200,0,76.85-115.25,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,508420.00,200,0,11525,7685,1,1,1,0,0,1,0,1.5548e+07,0,0,508420,"The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Mandatory Market making period in this scrip is over, exit may be difficult,The scrip is not regularly traded, and exit may be difficult,High low price variation was greater than 200% in previous 365 days,High low price variation was greater than 150% in previous 12 months",false
30562,SF,nse_cm,,MHLSRDR,MHLSRDR-SF,,MHLSRDR-SF,INF200K30031,,,,SBIAMC - MHLSRDR,,,1,1,-1,-1,2,-1,NSE,,,1446163200,,1446163200,0,0,0,0,0,9.00-11.00,0,0,1474648824,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,62126.00,1,0,1100,900,1,1,1,0,0,1,0,1.8999e+06,0,0,62126,,false
21683,EQ,nse_cm,,BRNL,BRNL-EQ,,BRNL,INE727S01012,,,,BHARAT ROAD NETWORK LTD,,,1,1,-1,-1,2,-1,NSE,,,1190160000,,1190160000,0,0,0,0,1260144000,13.33-19.99,0,0,1474653965,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,2745164.00,1,0,1999,1333,1,1,1,0,0,1,0,8.395e+07,0,0,2745164,EPS based on previous 4 trailing quarters in the scrip is zero,false
21401,EQ,nse_cm,,TATAGOLD,TATAGOLD-EQ,,TATAGOLD,INF277KA1976,,,,TATAAML-TATAGOLD,,,1,1,-1,-1,2,-1,NSE,,,1389916800,,1389916800,0,0,0,0,0,13.79-15.55,0,0,1474655345,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,6815386.00,1,0,1555,1379,1,1,1,0,0,1,0,4.21223e+09,0,0,6815386,,false
25262,EQ,nse_cm,,TOLINS,TOLINS-EQ,,TOLINS,INE0RWQ01014,,,,TOLINS TYRES LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1410912000,,1410912000,0,0,0,0,0,73.27-109.89,0,0,1474655346,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,1091905.00,1,0,10989,7327,1,1,1,0,0,1,0,3.95088e+07,0,0,1091905,,false
760282,N0,nse_cm,,AAFS30B,AAFS30B-N0,,AAFS30B-N0,INE0L6807260,,,,AAFS MARKET LINKED 2030,,,1,1,-1,-1,2,-1,NSE,,,1449878400,,1449878400,0,0,0,0,0,80000.00-120000.00,0,0,1474648827,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,903.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,27643,0,0,903,,false
11582,EQ,nse_cm,,TRACXN,TRACXN-EQ,,TRACXN,INE0HMF01019,,,,TRACXN TECHNOLOGIES LTD,,,1,1,-1,-1,2,-1,NSE,,,1350691200,,1350691200,0,0,0,0,1437264000,26.36-39.54,0,0,1474655344,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,3034896.00,1,0,3954,2636,1,1,1,0,0,1,0,1.06896e+08,0,0,3034896,EPS based on previous 4 trailing quarters in the scrip is zero,false
14296,EQ,nse_cm,,VIYASH,VIYASH-EQ,,VIYASH,INE807F01027,,,,VIYASH SCIENTIFIC LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1142035200,,1142035200,0,0,0,0,1315699200,203.00-304.50,0,0,1474655345,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,394061.00,1,0,30450,20300,1,1,1,0,0,1,0,4.36875e+08,0,0,394061,The scrip PE is greater than 50 for previous 4 trailing quarters,false
29270,SM,nse_cm,,REXPRO,REXPRO-SM,,REXPRO-SM,INE113601012,,,,REXPRO ENTERPRISES LTD,,,5,1000,-1,-1,2,-1,NSE,,,1422576000,,1422576000,0,0,0,0,0,34.20-37.80,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,366451.00,1000,0,3780,3420,1,1,1,0,0,1,0,1.12065e+07,0,0,366451,"Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult",false
89,SG,nse_cm,,67TR30,67TR30-SG,,67TR30-SG,IN3220200015,,,,SDL TR 6.7% 2030,,,1,100,-1,-1,2,-1,NSE,,,1284854400,,1284854400,0,0,0,0,0,95.00-105.00,0,0,1474648818,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,4e+07,0,0,1000000,,false
764381,N0,nse_cm,,795JCL29,795JCL29-N0,,795JCL29-N0,INE282H07091,,,,JCL 7.95% 2029 SR IX,,,1,1,-1,-1,2,-1,NSE,,,1470355200,,1470355200,0,0,0,0,0,80000.00-120000.00,0,0,1474648828,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,52500,0,0,999,,false
17569,BE,nse_cm,,DAMODARIND,DAMODARIND-BE,,DAMODARIND,INE497D01022,,,,DAMODAR INDUSTRIES LTD,,,1,1,-1,-1,2,-1,NSE,,,1152057600,,1152057600,0,0,1407974400,1408320000,0,28.02-30.96,0,0,1474653965,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,761909.00,1,0,3096,2802,1,1,1,0,0,1,0,2.33e+07,0,0,761909,"Stage I ESM Scrip,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Gross settlement (Trade for Trade)",false
2910,SG,nse_cm,,685GA31A,685GA31A-SG,,685GA31A-SG,IN1420200298,,,,SDL GA 6.85% 2031,,,1,100,-1,-1,2,-1,NSE,,,1301184000,,1301184000,0,0,0,0,0,95.00-105.00,0,0,1474648818,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,654000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+07,0,0,654000,,false
305,EQ,nse_cm,,BAJAJHLDNG,BAJAJHLDNG-EQ,,BAJAJHLDNG,INE118A01012,,,,BAJAJ HOLDINGS & INVS LTD,,,100,1,-1,-1,2,-1,NSE,,,467424000,,479692800,0,0,0,0,1474416000,10305.00-12593.00,0,0,1474655343,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,8680.00,1,0,1.2593e+06,1.0305e+06,1,1,1,0,0,1,0,1.11294e+08,0,0,8680,The security is scheduled to move out of derivatives. No fresh far month contracts shall be issued,true
6168,YS,nse_cm,,97SFL28,97SFL28-YS,,97SFL28-YS,INE721A07OF0,,,,SEC RED NCD 9.70% SR. V,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,1445126400,880.00-1320.00,0,0,1474648819,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,12747.00,1,0,132000,88000,1,1,1,0,0,1,0,389833,0,0,12747,,false
23980,N3,nse_cm,,817TFSIL27,817TFSIL27-N3,,817TFSIL27-N3,INE692Q07506,,,,TFSIL 8.17% 2027 SR S46,,,1,1,-1,-1,2,-1,NSE,,,1402012800,,1402012800,0,0,0,0,1463356800,80000.00-120000.00,0,0,1474648822,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,866.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,26500,0,0,866,,false
11773,EQ,nse_cm,,VISHAL,VISHAL-EQ,,VISHAL,INE755Q01025,,,,VISHAL FABRICS LTD.,,,1,1,-1,-1,2,-1,NSE,,,1250640000,,1250640000,0,0,1379808000,1380412800,0,14.55-21.81,0,0,1474655344,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,1,1,5500409.00,1,0,2181,1455,1,1,1,0,0,1,0,2.4761e+08,0,0,5500409,,false
23078,SG,nse_cm,,738CG32,738CG32-SG,,738CG32-SG,IN3520230233,,,,SDL CG 7.38% 2032,,,1,100,-1,-1,2,-1,NSE,,,1394928000,,1394928000,0,0,0,0,0,95.00-105.00,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,,false
29423,EQ,nse_cm,,MOHITIND,MOHITIND-EQ,,MOHITIND,INE954E01012,,,,MOHIT INDUSTRIES LTD,,,1,1,-1,-1,2,-1,NSE,,,1047686400,,1047686400,0,0,1411603200,1412121600,0,18.80-28.20,0,0,1474653966,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,462952.00,1,0,2820,1880,1,1,1,0,0,1,0,1.41576e+07,0,0,462952,"EPS based on previous 4 trailing quarters in the scrip is zero,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100",false
25426,EQ,nse_cm,,NORTHARC,NORTHARC-EQ,,NORTHARC,INE850M01015,,,,NORTHERN ARC CAPITAL LTD,,,5,1,-1,-1,2,-1,NSE,,,1411603200,,1411603200,0,0,0,0,0,251.05-376.55,0,0,1474655346,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,318537.00,1,0,37655,25105,1,1,1,0,0,1,0,1.61612e+08,0,0,318537,,false
26,SG,nse_cm,,67HR30,67HR30-SG,,67HR30-SG,IN1620200098,,,,SDL HR 6.7% 2030,,,1,100,-1,-1,2,-1,NSE,,,1284249600,,1284249600,0,0,0,0,0,95.00-105.00,0,0,1474648818,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,,false
22,EQ,nse_cm,,ACC,ACC-EQ,,ACC,INE012A01025,,,,ACC LIMITED,,,10,1,-1,-1,2,-1,NSE,,,467424000,,,0,0,0,0,1465689600,1001.20-1501.60,0,0,1474655343,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,79809.00,1,0,150160,100120,1,1,1,0,0,1,0,1.87787e+08,0,0,79809,,false
23872,SG,nse_cm,,737RJ34B,737RJ34B-SG,,737RJ34B-SG,IN2920240073,,,,SDL RJ 7.37% 2034,,,1,100,-1,-1,2,-1,NSE,,,1401580800,,1401580800,0,0,0,0,0,95.00-105.00,0,0,1474648822,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,,false
760509,SG,nse_cm,,742KA35A,742KA35A-SG,,742KA35A-SG,IN1920250033,,,,SDL KA 7.42% 2035,,,1,100,-1,-1,2,-1,NSE,,,1451433600,,1451433600,0,0,0,0,0,90.25-99.75,0,0,1474648827,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1052600.00,100,0,9975,9025,1,1,1,0,0,1,0,1e+08,0,0,1052600,,false
25572,N1,nse_cm,,980SCL34B,980SCL34B-N1,,980SCL34B-N1,INE148I07UU5,,,,SEC RE NCD 9.80% SR XII,,,1,1,-1,-1,2,-1,NSE,,,1411862400,,1411862400,0,0,0,0,1473465600,800.00-1200.00,0,0,1474648823,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,6.00,1,0,120000,80000,1,1,1,0,0,1,0,200,0,0,6,,false
5551,BE,nse_cm,,ABMINTLLTD,ABMINTLLTD-BE,,ABMINTLLTD,INE251C01025,,,,ABM INTERNATIONAL LTD,,,1,1,-1,-1,2,-1,NSE,,,1315612800,,1315612800,0,0,1410652800,1411171200,0,46.12-48.00,0,0,1474653971,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,307641.00,1,0,4800,4612,1,1,1,0,0,1,0,9.408e+06,0,0,307641,"Stage II ESM Scrip,EPS based on previous 4 trailing quarters in the scrip is zero,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Gross settlement (Trade for Trade)",false
757848,N0,nse_cm,,985CCSP27,985CCSP27-N0,,985CCSP27-N0,INE157D07EN6,,,,CCSP 9.85% 2027 SR 03,,,1,1,-1,-1,2,-1,NSE,,,1436486400,,1436486400,0,0,0,0,1474502400,81177.22-121765.82,0,0,1474648826,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,196.00,1,0,1.21766e+07,8.11772e+06,1,1,1,0,0,1,0,6000,0,0,196,,false
